response_id,submitted_at,product,product_version,platform,country,user_segment,score1,score2,source_file,source_row,product_norm,platform_norm,country_norm,segment_norm,submitted_at_dt,score1_norm,score2_norm,umux_score
R1309,2024-02-11 06:53:54,CHECKOUT,1.3,Android,RU,,5,4,raw_responses_sample.csv,381,Checkout,Android,RU,unknown,2024-02-11 06:53:54,5.0,4.0,87.5
R1654,2024-10-06 13:11:35, Payments,2.1,,GE,,4,4,raw_responses_sample.csv,383,Payments,unknown,GE,unknown,2024-10-06 13:11:35,4.0,4.0,75.0
R1506,2024-08-10 23:04:46, search,1.2,web,KZ,New,3,3,raw_responses_sample.csv,384,Search,Web,KZ,new,2024-08-10 23:04:46,3.0,3.0,50.0
R2401,2025-01-01 23:51:30,CHECKOUT,2.0,web,BY,,3,3,raw_responses_sample.csv,385,Checkout,Web,BY,unknown,2025-01-01 23:51:30,3.0,3.0,50.0
R1177,2024-12-11 18:02:52,Onboarding,1.3,iOS,RU,,4,5,raw_responses_sample.csv,386,Onboarding,iOS,RU,unknown,2024-12-11 18:02:52,4.0,5.0,87.5
R1312,2024-03-27 18:37:16,Profile,2.0,iOS,RU,returning,3,2,raw_responses_sample.csv,387,Profile,iOS,RU,returning,2024-03-27 18:37:16,3.0,2.0,37.5
R2396,2024-03-22 05:12:16,payments,1.2,ANDROID,GE,returning,2,3,raw_responses_sample.csv,388,Payments,Android,GE,returning,2024-03-22 05:12:16,2.0,3.0,37.5
R1788,2024-04-13 07:48:35,onboarding,1.2,Web,GE,New,3,5,raw_responses_sample.csv,389,Onboarding,Web,GE,new,2024-04-13 07:48:35,3.0,5.0,75.0
R1109,2025-04-10 02:42:13,Check out,2.1,iOS,RU,,4,5,raw_responses_sample.csv,390,Checkout,iOS,RU,unknown,2025-04-10 02:42:13,4.0,5.0,87.5
R2132,2024-05-03 13:16:48,ONBOARDING,1.3,,RU,returning,3,3,raw_responses_sample.csv,391,Onboarding,unknown,RU,returning,2024-05-03 13:16:48,3.0,3.0,50.0
R1974,2025-01-28 02:37:45, Payments,2.1,ANDROID,GE,,1,1,raw_responses_sample.csv,392,Payments,Android,GE,unknown,2025-01-28 02:37:45,1.0,1.0,0.0
R1001,2024-01-28 17:12:45,Check out,1.2,web,KZ,New,5,5,raw_responses_sample.csv,393,Checkout,Web,KZ,new,2024-01-28 17:12:45,5.0,5.0,100.0
R1498,2025-03-01 11:50:45,Checkout,2.1,ANDROID,BY,returning ,4,4,raw_responses_sample.csv,394,Checkout,Android,BY,returning,2025-03-01 11:50:45,4.0,4.0,75.0
R1371,2025-06-07 23:39:07,Payment,1.3,iOS,ru,new,1,3,raw_responses_sample.csv,395,Payments,iOS,RU,new,2025-06-07 23:39:07,1.0,3.0,25.0
R2322,2024-06-25 15:54:05,Payment,2.0,Web,GE,returning ,2,1,raw_responses_sample.csv,396,Payments,Web,GE,returning,2024-06-25 15:54:05,2.0,1.0,12.5
R2009,2025-05-29 03:44:31,Serch,2.0,web,AM,power,5,4,raw_responses_sample.csv,397,Search,Web,AM,power,2025-05-29 03:44:31,5.0,4.0,87.5
R1145,2024-05-14 19:24:09,payments,1.2,Android,ru,,2,1,raw_responses_sample.csv,398,Payments,Android,RU,unknown,2024-05-14 19:24:09,2.0,1.0,12.5
R1373,2025-05-07 10:15:00,Payments,2.1,,RU,new,4,3,raw_responses_sample.csv,399,Payments,unknown,RU,new,2025-05-07 10:15:00,4.0,3.0,62.5
R1865,2024-03-07 15:04:12,Payments,2.0,,KZ,returning,3,4,raw_responses_sample.csv,400,Payments,unknown,KZ,returning,2024-03-07 15:04:12,3.0,4.0,62.5
R1439,2024-04-10 13:08:16,ONBOARDING,2.1,Android,ru,new,3,2,raw_responses_sample.csv,401,Onboarding,Android,RU,new,2024-04-10 13:08:16,3.0,2.0,37.5
R1359,2024-11-10 13:50:56,CHECKOUT,1.3,Web,BY,returning ,3,5,raw_responses_sample.csv,402,Checkout,Web,BY,returning,2024-11-10 13:50:56,3.0,5.0,75.0
R1326,2024-02-03 05:38:20,Check out,2.1,Android,,returning ,5,4,raw_responses_sample.csv,403,Checkout,Android,unknown,returning,2024-02-03 05:38:20,5.0,4.0,87.5
R1632,2025-06-27 01:18:27,CHECKOUT,1.2,,GE,returning ,3,4,raw_responses_sample.csv,404,Checkout,unknown,GE,returning,2025-06-27 01:18:27,3.0,4.0,62.5
R2197,2024-07-09 15:08:29, search,1.2,Web,GE,New,5,4,raw_responses_sample.csv,406,Search,Web,GE,new,2024-07-09 15:08:29,5.0,4.0,87.5
R1352,2024-11-08 22:45:41,Onboardng,1.2,web,AM,,3,4,raw_responses_sample.csv,407,Onboarding,Web,AM,unknown,2024-11-08 22:45:41,3.0,4.0,62.5
R2381,2024-09-12 03:42:09,ONBOARDING,2.1,iOS,ru,new,3,2,raw_responses_sample.csv,408,Onboarding,iOS,RU,new,2024-09-12 03:42:09,3.0,2.0,37.5
R1947,2025-01-05 23:49:37,Payment,1.3,Android,,power,2,4,raw_responses_sample.csv,409,Payments,Android,unknown,power,2025-01-05 23:49:37,2.0,4.0,50.0
R1428,2024-10-07 23:16:37,search,1.2,web,,New,3,3,raw_responses_sample.csv,410,Search,Web,unknown,new,2024-10-07 23:16:37,3.0,3.0,50.0
R2031,2024-10-05 10:39:06,PROFILE,2.1,web,AM,returning,4,3,raw_responses_sample.csv,411,Profile,Web,AM,returning,2024-10-05 10:39:06,4.0,3.0,62.5
R1975,2024-01-18 11:35:30,onboarding,1.2,iOS,RU,power,3,3,raw_responses_sample.csv,412,Onboarding,iOS,RU,power,2024-01-18 11:35:30,3.0,3.0,50.0
R1057,2024-06-05 07:08:30,Checkout,1.3,ANDROID,KZ,New,4,4,raw_responses_sample.csv,414,Checkout,Android,KZ,new,2024-06-05 07:08:30,4.0,4.0,75.0
R2297,2024-02-05 23:57:51,Serch,1.3,,RU,,2,2,raw_responses_sample.csv,415,Search,unknown,RU,unknown,2024-02-05 23:57:51,2.0,2.0,25.0
R1431,2099-12-31 12:00:00,Onboarding,2.0,web,,New,1,1,raw_responses_sample.csv,416,Onboarding,Web,unknown,new,2099-12-31 12:00:00,1.0,1.0,0.0
R1916,2024-06-16 12:29:05,CHECKOUT,2.0,,AM,,4,5,raw_responses_sample.csv,417,Checkout,unknown,AM,unknown,2024-06-16 12:29:05,4.0,5.0,87.5
R1770,2024-04-10 04:45:27, Payments,1.3,iOS,RU,new,4,3,raw_responses_sample.csv,419,Payments,iOS,RU,new,2024-04-10 04:45:27,4.0,3.0,62.5
R2288,2024-02-09 01:38:51,onboarding,1.3,,,power,4,4,raw_responses_sample.csv,420,Onboarding,unknown,unknown,power,2024-02-09 01:38:51,4.0,4.0,75.0
R2053,2024-06-29 19:17:33,PROFILE,2.1,web,GE,New,4,4,raw_responses_sample.csv,421,Profile,Web,GE,new,2024-06-29 19:17:33,4.0,4.0,75.0
R1013,2025-06-27 00:38:20,ONBOARDING,1.3,iOS,RU,power,3,3,raw_responses_sample.csv,422,Onboarding,iOS,RU,power,2025-06-27 00:38:20,3.0,3.0,50.0
R1610,2024-03-14 01:47:09, Payments,1.3,,RU,New,3,2,raw_responses_sample.csv,423,Payments,unknown,RU,new,2024-03-14 01:47:09,3.0,2.0,37.5
R1499,2024-08-09 16:06:06,checkout,1.2,ANDROID,AM,returning,4,4,raw_responses_sample.csv,424,Checkout,Android,AM,returning,2024-08-09 16:06:06,4.0,4.0,75.0
R1094,2024-10-27 11:23:27,search,1.2,Android,GE,New,5,5,raw_responses_sample.csv,425,Search,Android,GE,new,2024-10-27 11:23:27,5.0,5.0,100.0
R2371,2024-08-20 12:08:53, search,1.3,Android,AM,New,5,5,raw_responses_sample.csv,426,Search,Android,AM,new,2024-08-20 12:08:53,5.0,5.0,100.0
R2425,2025-02-09 00:32:48,Onboardng,2.0,web,RU,,2,3,raw_responses_sample.csv,427,Onboarding,Web,RU,unknown,2025-02-09 00:32:48,2.0,3.0,37.5
R1268,2024-08-13 09:02:17,Profile,1.3,ANDROID,BY,returning,4,4,raw_responses_sample.csv,428,Profile,Android,BY,returning,2024-08-13 09:02:17,4.0,4.0,75.0
R1368,2024-02-08 12:56:40,CHECKOUT,1.3,ANDROID,GE,new,5,5,raw_responses_sample.csv,429,Checkout,Android,GE,new,2024-02-08 12:56:40,5.0,5.0,100.0
R2202,2024-11-03 19:44:33,payments,1.2,ANDROID,ru,returning,3,3,raw_responses_sample.csv,430,Payments,Android,RU,returning,2024-11-03 19:44:33,3.0,3.0,50.0
R1398,2024-02-03 11:52:28,Onboarding,1.2,ANDROID,ru,,3,2,raw_responses_sample.csv,431,Onboarding,Android,RU,unknown,2024-02-03 11:52:28,3.0,2.0,37.5
R1470,2025-01-06 23:37:33,Serch,2.1,web,KZ,returning,3,4,raw_responses_sample.csv,432,Search,Web,KZ,returning,2025-01-06 23:37:33,3.0,4.0,62.5
R1929,2025-06-20 07:11:04,Payment,2.1,Android,GE,power,4,3,raw_responses_sample.csv,433,Payments,Android,GE,power,2025-06-20 07:11:04,4.0,3.0,62.5
R1972,2024-05-10 05:49:24,profile,2.0,Web,AM,New,4,4,raw_responses_sample.csv,434,Profile,Web,AM,new,2024-05-10 05:49:24,4.0,4.0,75.0
R1477,2025-05-03 09:00:49, Payments,1.2,Web,GE,returning,2,2,raw_responses_sample.csv,435,Payments,Web,GE,returning,2025-05-03 09:00:49,2.0,2.0,25.0
R2372,2025-02-01 14:23:21,profile,2.1,,AM,returning,4,3,raw_responses_sample.csv,436,Profile,unknown,AM,returning,2025-02-01 14:23:21,4.0,3.0,62.5
R2183,2025-05-29 00:38:17,Search,1.2,,BY,,5,4,raw_responses_sample.csv,437,Search,unknown,BY,unknown,2025-05-29 00:38:17,5.0,4.0,87.5
R1942,2024-06-01 07:07:08, Checkout ,1.3,iOS,BY,returning,5,5,raw_responses_sample.csv,438,Checkout,iOS,BY,returning,2024-06-01 07:07:08,5.0,5.0,100.0
R1584,2025-04-25 18:46:21,Serch,1.2,Web,ru,power,3,4,raw_responses_sample.csv,439,Search,Web,RU,power,2025-04-25 18:46:21,3.0,4.0,62.5
R1900,2024-07-02 15:46:25,Onboardng,1.3,,ru,returning,3,3,raw_responses_sample.csv,440,Onboarding,unknown,RU,returning,2024-07-02 15:46:25,3.0,3.0,50.0
R2000,2025-04-26 04:40:13, search,2.1,ANDROID,RU,returning ,4,4,raw_responses_sample.csv,441,Search,Android,RU,returning,2025-04-26 04:40:13,4.0,4.0,75.0
R2248,2025-05-11 20:10:55, Payments,2.0,Android,AM,New,1,2,raw_responses_sample.csv,442,Payments,Android,AM,new,2025-05-11 20:10:55,1.0,2.0,12.5
R1689,2024-11-20 12:36:24, search,1.2,ANDROID,RU,,3,3,raw_responses_sample.csv,443,Search,Android,RU,unknown,2024-11-20 12:36:24,3.0,3.0,50.0
R1039,2024-07-01 18:16:02,Search,1.2,ANDROID,AM,power,5,5,raw_responses_sample.csv,445,Search,Android,AM,power,2024-07-01 18:16:02,5.0,5.0,100.0
R1641,2024-11-30 15:37:42,Serch,2.1,web,BY,returning ,2,2,raw_responses_sample.csv,446,Search,Web,BY,returning,2024-11-30 15:37:42,2.0,2.0,25.0
R1606,2024-11-02 22:24:57,Payments,1.2,,,power,5,4,raw_responses_sample.csv,447,Payments,unknown,unknown,power,2024-11-02 22:24:57,5.0,4.0,87.5
R1736,2024-11-03 07:33:27,CHECKOUT,2.1,ANDROID,RU,returning ,3,5,raw_responses_sample.csv,448,Checkout,Android,RU,returning,2024-11-03 07:33:27,3.0,5.0,75.0
R1208,2024-05-16 15:09:29, search,2.0,web,,returning ,3,3,raw_responses_sample.csv,449,Search,Web,unknown,returning,2024-05-16 15:09:29,3.0,3.0,50.0
R1789,2024-05-25 11:34:10,Profile,1.2,ANDROID,AM,returning ,5,4,raw_responses_sample.csv,450,Profile,Android,AM,returning,2024-05-25 11:34:10,5.0,4.0,87.5
R1772,2025-03-26 22:59:31,PROFILE,2.0,web,ru,returning,2,2,raw_responses_sample.csv,451,Profile,Web,RU,returning,2025-03-26 22:59:31,2.0,2.0,25.0
R1165,2024-06-12 00:09:54,PROFILE,2.0,,ru,New,2,3,raw_responses_sample.csv,452,Profile,unknown,RU,new,2024-06-12 00:09:54,2.0,3.0,37.5
R1933,2025-02-15 11:00:06, Checkout ,1.2,web,KZ,new,3,4,raw_responses_sample.csv,453,Checkout,Web,KZ,new,2025-02-15 11:00:06,3.0,4.0,62.5
R1068,2025-06-21 19:18:06,Profile,2.0,Web,KZ,power,3,2,raw_responses_sample.csv,455,Profile,Web,KZ,power,2025-06-21 19:18:06,3.0,2.0,37.5
R2113,2024-12-22 00:58:38,profile,1.2,Web,ru,,4,4,raw_responses_sample.csv,457,Profile,Web,RU,unknown,2024-12-22 00:58:38,4.0,4.0,75.0
R1747,2024-01-20 13:36:20,Payments,2.1,Web,,New,3,3,raw_responses_sample.csv,459,Payments,Web,unknown,new,2024-01-20 13:36:20,3.0,3.0,50.0
R2340,2024-11-14 11:11:45,profile,1.3,Web,AM,new,4,4,raw_responses_sample.csv,460,Profile,Web,AM,new,2024-11-14 11:11:45,4.0,4.0,75.0
R1653,2024-03-29 04:13:19,profile,2.1,ANDROID,BY,new,4,4,raw_responses_sample.csv,461,Profile,Android,BY,new,2024-03-29 04:13:19,4.0,4.0,75.0
R1042,2024-05-10 06:26:42,Serch,2.1,,,returning,3,4,raw_responses_sample.csv,462,Search,unknown,unknown,returning,2024-05-10 06:26:42,3.0,4.0,62.5
R1944,2099-12-31 12:00:00,Onboarding,2.0,Web,BY,power,2,2,raw_responses_sample.csv,463,Onboarding,Web,BY,power,2099-12-31 12:00:00,2.0,2.0,25.0
R1101,2025-03-01 05:12:08,Onboardng,1.2,ANDROID,GE,power,4,3,raw_responses_sample.csv,464,Onboarding,Android,GE,power,2025-03-01 05:12:08,4.0,3.0,62.5
R1310,2024-11-02 08:52:11,Onboarding,2.0,web,ru,New,2,2,raw_responses_sample.csv,465,Onboarding,Web,RU,new,2024-11-02 08:52:11,2.0,2.0,25.0
R1708,2025-05-18 15:47:26,profile,1.2,,AM,,4,4,raw_responses_sample.csv,466,Profile,unknown,AM,unknown,2025-05-18 15:47:26,4.0,4.0,75.0
R2013,2024-08-04 07:49:29,PROFILE,1.2,web,RU,returning,3,3,raw_responses_sample.csv,467,Profile,Web,RU,returning,2024-08-04 07:49:29,3.0,3.0,50.0
R2140,2024-05-24 03:13:35,search,1.2,iOS,GE,new,5,4,raw_responses_sample.csv,468,Search,iOS,GE,new,2024-05-24 03:13:35,5.0,4.0,87.5
R1403,2024-09-18 00:21:29,search,2.0,iOS,KZ,power,4,4,raw_responses_sample.csv,469,Search,iOS,KZ,power,2024-09-18 00:21:29,4.0,4.0,75.0
R1695,2025-04-23 08:59:40, Payments,1.3,ANDROID,,,2,2,raw_responses_sample.csv,470,Payments,Android,unknown,unknown,2025-04-23 08:59:40,2.0,2.0,25.0
R2499,2025-06-30 03:49:29,Check out,1.2,Web,,returning,4,5,raw_responses_sample.csv,471,Checkout,Web,unknown,returning,2025-06-30 03:49:29,4.0,5.0,87.5
R2279,2024-12-29 22:55:36,payments,2.1,Android,ru,returning,2,2,raw_responses_sample.csv,472,Payments,Android,RU,returning,2024-12-29 22:55:36,2.0,2.0,25.0
R1819,2025-01-03 01:01:12,onboarding,2.0,Web,KZ,returning,1,2,raw_responses_sample.csv,473,Onboarding,Web,KZ,returning,2025-01-03 01:01:12,1.0,2.0,12.5
R2232,2024-08-18 12:31:48, Checkout ,2.0,Web,ru,New,2,3,raw_responses_sample.csv,474,Checkout,Web,RU,new,2024-08-18 12:31:48,2.0,3.0,37.5
R1307,2024-07-26 04:49:49,Search,2.0,Android,RU,returning,3,3,raw_responses_sample.csv,475,Search,Android,RU,returning,2024-07-26 04:49:49,3.0,3.0,50.0
R1364,2025-01-17 00:57:20,PROFILE,1.2,Android,RU,,5,5,raw_responses_sample.csv,476,Profile,Android,RU,unknown,2025-01-17 00:57:20,5.0,5.0,100.0
R1701,2025-05-27 03:33:42,PROFILE,1.3,ANDROID,BY,New,4,5,raw_responses_sample.csv,477,Profile,Android,BY,new,2025-05-27 03:33:42,4.0,5.0,87.5
R1052,2024-11-01 12:54:57, Checkout ,2.1,ANDROID,,,2,3,raw_responses_sample.csv,479,Checkout,Android,unknown,unknown,2024-11-01 12:54:57,2.0,3.0,37.5
R1540,2024-09-16 00:29:31, Checkout ,1.3,ANDROID,ru,new,4,4,raw_responses_sample.csv,480,Checkout,Android,RU,new,2024-09-16 00:29:31,4.0,4.0,75.0
R1072,2025-03-02 19:38:50,payments,2.0,ANDROID,AM,New,3,3,raw_responses_sample.csv,481,Payments,Android,AM,new,2025-03-02 19:38:50,3.0,3.0,50.0
R2484,2024-10-10 09:27:15,checkout,1.2,Android,GE,returning ,5,5,raw_responses_sample.csv,482,Checkout,Android,GE,returning,2024-10-10 09:27:15,5.0,5.0,100.0
R1113,2025-06-22 03:47:04,ONBOARDING,2.0,web,ru,power,4,4,raw_responses_sample.csv,483,Onboarding,Web,RU,power,2025-06-22 03:47:04,4.0,4.0,75.0
R1372,2025-06-19 06:22:45,profile,1.3,Web,KZ,new,3,3,raw_responses_sample.csv,484,Profile,Web,KZ,new,2025-06-19 06:22:45,3.0,3.0,50.0
R1866,2024-07-28 07:32:05,ONBOARDING,1.2,,AM,power,4,4,raw_responses_sample.csv,485,Onboarding,unknown,AM,power,2024-07-28 07:32:05,4.0,4.0,75.0
R1946,2025-05-18 11:21:19,Search,1.2,iOS,,new,3,4,raw_responses_sample.csv,486,Search,iOS,unknown,new,2025-05-18 11:21:19,3.0,4.0,62.5
R2076,2024-04-19 10:38:06,CHECKOUT,1.2,ANDROID,AM,,5,5,raw_responses_sample.csv,487,Checkout,Android,AM,unknown,2024-04-19 10:38:06,5.0,5.0,100.0
R1725,2024-02-11 14:22:45,PROFILE,1.2,web,AM,New,5,4,raw_responses_sample.csv,488,Profile,Web,AM,new,2024-02-11 14:22:45,5.0,4.0,87.5
R1806,2024-12-07 16:50:15,Profile,1.3,ANDROID,GE,New,5,4,raw_responses_sample.csv,489,Profile,Android,GE,new,2024-12-07 16:50:15,5.0,4.0,87.5
R1535,2024-04-02 23:32:07,payments,1.3,ANDROID,,returning ,1,2,raw_responses_sample.csv,490,Payments,Android,unknown,returning,2024-04-02 23:32:07,1.0,2.0,12.5
R1131,2025-03-22 18:25:33,Search,1.2,web,ru,power,3,4,raw_responses_sample.csv,491,Search,Web,RU,power,2025-03-22 18:25:33,3.0,4.0,62.5
R1269,2024-04-26 08:49:34,profile,2.1,ANDROID,ru,,3,3,raw_responses_sample.csv,492,Profile,Android,RU,unknown,2024-04-26 08:49:34,3.0,3.0,50.0
R1424,2025-02-05 07:57:49, search,2.1,Android,AM,returning ,3,3,raw_responses_sample.csv,493,Search,Android,AM,returning,2025-02-05 07:57:49,3.0,3.0,50.0
R1884,2024-09-29 15:30:48,CHECKOUT,2.1,ANDROID,AM,power,2,2,raw_responses_sample.csv,494,Checkout,Android,AM,power,2024-09-29 15:30:48,2.0,2.0,25.0
R2157,2024-01-25 07:40:49,PROFILE,2.1,Android,RU,power,4,4,raw_responses_sample.csv,495,Profile,Android,RU,power,2024-01-25 07:40:49,4.0,4.0,75.0
R2242,2024-12-13 04:58:15,Serch,1.2,Android,BY,new,4,3,raw_responses_sample.csv,496,Search,Android,BY,new,2024-12-13 04:58:15,4.0,3.0,62.5
R2311,2024-05-07 17:47:39, Payments,2.1,Android,RU,,3,4,raw_responses_sample.csv,497,Payments,Android,RU,unknown,2024-05-07 17:47:39,3.0,4.0,62.5
R1555,2024-06-18 18:38:24,search,1.2,ANDROID,RU,,3,4,raw_responses_sample.csv,499,Search,Android,RU,unknown,2024-06-18 18:38:24,3.0,4.0,62.5
R1110,2024-07-29 02:53:48,search,1.3,ANDROID,KZ,,5,4,raw_responses_sample.csv,500,Search,Android,KZ,unknown,2024-07-29 02:53:48,5.0,4.0,87.5
R2431,2024-08-23 18:56:56,Payment,2.0,Android,GE,new,2,2,raw_responses_sample.csv,501,Payments,Android,GE,new,2024-08-23 18:56:56,2.0,2.0,25.0
R2411,2024-07-18 04:20:50,search,2.0,,GE,returning ,2,2,raw_responses_sample.csv,502,Search,unknown,GE,returning,2024-07-18 04:20:50,2.0,2.0,25.0
R2251,2024-12-03 16:04:17,Search,1.2,iOS,AM,returning ,3,4,raw_responses_sample.csv,503,Search,iOS,AM,returning,2024-12-03 16:04:17,3.0,4.0,62.5
R1149,2025-06-12 03:18:05,Profile,2.0,Web,AM,returning ,3,3,raw_responses_sample.csv,504,Profile,Web,AM,returning,2025-06-12 03:18:05,3.0,3.0,50.0
R1436,2024-07-26 16:55:58,ONBOARDING,2.1,Android,GE,new,2,3,raw_responses_sample.csv,505,Onboarding,Android,GE,new,2024-07-26 16:55:58,2.0,3.0,37.5
R2394,2024-08-26 06:03:45,Checkout,1.2,web,BY,,5,5,raw_responses_sample.csv,506,Checkout,Web,BY,unknown,2024-08-26 06:03:45,5.0,5.0,100.0
R1327,2024-08-31 11:20:10,Checkout,2.1,,,,5,5,raw_responses_sample.csv,507,Checkout,unknown,unknown,unknown,2024-08-31 11:20:10,5.0,5.0,100.0
R1148,2024-06-14 06:51:38,search,2.1,Web,RU,,2,3,raw_responses_sample.csv,509,Search,Web,RU,unknown,2024-06-14 06:51:38,2.0,3.0,37.5
R1019,2024-12-28 13:26:29,PROFILE,1.3,iOS,,,5,5,raw_responses_sample.csv,510,Profile,iOS,unknown,unknown,2024-12-28 13:26:29,5.0,5.0,100.0
R1912,2024-05-07 16:19:23,payments,2.0,web,,new,2,2,raw_responses_sample.csv,511,Payments,Web,unknown,new,2024-05-07 16:19:23,2.0,2.0,25.0
R1063,2024-11-28 05:31:13,profile,2.1,Web,BY,power,3,4,raw_responses_sample.csv,512,Profile,Web,BY,power,2024-11-28 05:31:13,3.0,4.0,62.5
R1857,2024-10-12 20:39:23,Profile,1.3,iOS,KZ,New,4,4,raw_responses_sample.csv,514,Profile,iOS,KZ,new,2024-10-12 20:39:23,4.0,4.0,75.0
R1339,2024-06-26 05:13:51,payments,1.3,Android,RU,New,5,5,raw_responses_sample.csv,515,Payments,Android,RU,new,2024-06-26 05:13:51,5.0,5.0,100.0
R1731,2024-09-02 12:05:01,checkout,2.1,Android,AM,,4,4,raw_responses_sample.csv,516,Checkout,Android,AM,unknown,2024-09-02 12:05:01,4.0,4.0,75.0
R2145,2024-02-06 20:40:00,payments,2.0,Android,GE,New,3,4,raw_responses_sample.csv,517,Payments,Android,GE,new,2024-02-06 20:40:00,3.0,4.0,62.5
R2337,2024-11-18 00:39:03,Payment,2.1,ANDROID,RU,,4,4,raw_responses_sample.csv,518,Payments,Android,RU,unknown,2024-11-18 00:39:03,4.0,4.0,75.0
R1790,2024-10-23 20:10:00,Profile,1.2,web,BY,returning ,5,5,raw_responses_sample.csv,519,Profile,Web,BY,returning,2024-10-23 20:10:00,5.0,5.0,100.0
R1928,2024-09-07 23:42:58,Check out,2.1,,GE,new,3,2,raw_responses_sample.csv,520,Checkout,unknown,GE,new,2024-09-07 23:42:58,3.0,2.0,37.5
R1822,2024-05-27 04:50:12,onboarding,2.1,ANDROID,AM,,3,3,raw_responses_sample.csv,521,Onboarding,Android,AM,unknown,2024-05-27 04:50:12,3.0,3.0,50.0
R2028,2024-03-26 23:44:08,CHECKOUT,1.3,Web,AM,returning,5,5,raw_responses_sample.csv,522,Checkout,Web,AM,returning,2024-03-26 23:44:08,5.0,5.0,100.0
R1533,2025-02-09 23:02:35,profile,1.2,ANDROID,ru,,4,4,raw_responses_sample.csv,523,Profile,Android,RU,unknown,2025-02-09 23:02:35,4.0,4.0,75.0
R1525,2024-05-28 20:59:36,payments,1.3,Web,RU,returning ,1,3,raw_responses_sample.csv,525,Payments,Web,RU,returning,2024-05-28 20:59:36,1.0,3.0,25.0
R1905,2025-02-17 07:02:07,payments,2.0,web,AM,power,1,1,raw_responses_sample.csv,528,Payments,Web,AM,power,2025-02-17 07:02:07,1.0,1.0,0.0
R1315,2024-10-29 15:26:56,ONBOARDING,1.2,iOS,RU,power,2,2,raw_responses_sample.csv,529,Onboarding,iOS,RU,power,2024-10-29 15:26:56,2.0,2.0,25.0
R2051,2025-06-27 14:22:16,Checkout,2.1,ANDROID,RU,power,4,4,raw_responses_sample.csv,530,Checkout,Android,RU,power,2025-06-27 14:22:16,4.0,4.0,75.0
R1023,2025-04-10 09:27:44,PROFILE,1.2,ANDROID,,,5,4,raw_responses_sample.csv,533,Profile,Android,unknown,unknown,2025-04-10 09:27:44,5.0,4.0,87.5
R2283,2024-05-07 02:11:32,PROFILE,2.1,,GE,new,4,5,raw_responses_sample.csv,534,Profile,unknown,GE,new,2024-05-07 02:11:32,4.0,5.0,87.5
R1300,2024-02-17 12:04:56, Checkout ,1.3,Web,ru,,5,5,raw_responses_sample.csv,535,Checkout,Web,RU,unknown,2024-02-17 12:04:56,5.0,5.0,100.0
R1675,2025-05-02 21:23:11,Profile,1.3,,AM,,5,4,raw_responses_sample.csv,536,Profile,unknown,AM,unknown,2025-05-02 21:23:11,5.0,4.0,87.5
R1935,2024-10-02 03:28:42,Serch,2.0,Android,KZ,power,2,4,raw_responses_sample.csv,537,Search,Android,KZ,power,2024-10-02 03:28:42,2.0,4.0,50.0
R1820,2024-07-01 06:01:11, search,1.3,iOS,RU,,3,4,raw_responses_sample.csv,539,Search,iOS,RU,unknown,2024-07-01 06:01:11,3.0,4.0,62.5
R2105,2024-02-16 00:55:46,checkout,1.2,iOS,RU,new,4,5,raw_responses_sample.csv,540,Checkout,iOS,RU,new,2024-02-16 00:55:46,4.0,5.0,87.5
R1191,2024-02-02 18:44:07,payments,2.1,iOS,AM,power,4,4,raw_responses_sample.csv,541,Payments,iOS,AM,power,2024-02-02 18:44:07,4.0,4.0,75.0
R1660,2024-12-30 01:18:18,Search,2.0,ANDROID,KZ,,1,3,raw_responses_sample.csv,542,Search,Android,KZ,unknown,2024-12-30 01:18:18,1.0,3.0,25.0
R1297,2025-01-11 05:16:49,Search,1.2,ANDROID,,,3,3,raw_responses_sample.csv,543,Search,Android,unknown,unknown,2025-01-11 05:16:49,3.0,3.0,50.0
R2310,2024-12-01 00:40:07,Onboardng,1.3,ANDROID,RU,,2,3,raw_responses_sample.csv,544,Onboarding,Android,RU,unknown,2024-12-01 00:40:07,2.0,3.0,37.5
R1607,2024-07-13 04:02:12,Profile,1.2,,GE,returning,5,4,raw_responses_sample.csv,545,Profile,unknown,GE,returning,2024-07-13 04:02:12,5.0,4.0,87.5
R1875,2024-05-30 08:15:38,onboarding,2.0,iOS,RU,,1,1,raw_responses_sample.csv,546,Onboarding,iOS,RU,unknown,2024-05-30 08:15:38,1.0,1.0,0.0
R1926,2024-10-19 17:59:31,Onboarding,1.2,web,,returning ,3,3,raw_responses_sample.csv,547,Onboarding,Web,unknown,returning,2024-10-19 17:59:31,3.0,3.0,50.0
R2104,2025-01-11 11:12:21, Checkout ,2.1,iOS,KZ,returning,5,5,raw_responses_sample.csv,548,Checkout,iOS,KZ,returning,2025-01-11 11:12:21,5.0,5.0,100.0
R1399,2024-08-31 16:50:50,Payment,1.3,,,new,3,2,raw_responses_sample.csv,549,Payments,unknown,unknown,new,2024-08-31 16:50:50,3.0,2.0,37.5
R1656,2024-06-06 08:19:40, Payments,2.1,iOS,,,3,4,raw_responses_sample.csv,550,Payments,iOS,unknown,unknown,2024-06-06 08:19:40,3.0,4.0,62.5
R1473,2024-05-09 04:33:53,search,1.3,iOS,RU,,4,5,raw_responses_sample.csv,551,Search,iOS,RU,unknown,2024-05-09 04:33:53,4.0,5.0,87.5
